Item ID,Qty on Hand
MB-ITX-AS-AT5NM10-I,11.00
MB-ITX-ASR-AD2700ITX,1.00
MB-ITX-ASR-AD425PV3,6.00
MB-ITX-ASR-AD525PV,7.00
MB-ITX-ASR-PV530,5.00
MED-CDR-52X-S,3,429.00
MED-DVD-R-16X,2,632.00
MED-MSD-WT-MUSDCK4G,1.00
MED-SD-8G-CE-S1SDHC4,6.00
MED-TB-16G-AD-C008RK,9.00
MED-TB-16G-MU-NUFDAM,4.00
MED-TB-16G-MU-NUFDVS,5.00
MED-TB-32G-AD-AUV128,36.00
MED-TB-32G-KS-DTDUO3,3.00
MED-TB-32G-MU-NUFDAM,5.00
MED-TB-32G-MU-NUFDPR,4.00
MED-TB-32G-MU-NUFDVS,3.00
MED-TB-8G-MU-NUFDAM,2.00
MED-TB-8G-MU-NUFDPR,9.00
MFP-CM-2P-USB3,7.00
MIS-3BSHIRT-2X-B,14.00
MIS-3BSHIRT-3X-B,6.00
MIS-3BSHIRT-L-B,13.00
MIS-3BSHIRT-M-B,9.00
MIS-3BSHIRT-S-B,10.00
MIS-3BSHIRT-XL-B,19.00
MIS-AD-BY-FDD-KIT,2.00
MIS-AD-PRU-HDB02B,13.00
MIS-ARD-83800,182.00
MIS-ARD-83801,160.00
MIS-ARD-83869,19.00
MIS-ARD-84457,91.00
MIS-AS-CUBE-REM,3.00
MIS-DC-83998-1,118.00
MIS-DC-83998-10,101.00
MIS-DC-83998-11,100.00
MIS-DC-83998-12,99.00
MIS-DC-83998-13,114.00
MIS-DC-83998-14,15.00
MIS-DC-83998-15,16.00
MIS-DC-83998-17,118.00
MIS-DC-83998-18,100.00
MIS-DC-83998-19,100.00
MIS-DC-83998-2,100.00
MIS-DC-83998-20,100.00
MIS-DC-83998-21,120.00
MIS-DC-83998-22,18.00
MIS-DC-83998-23,19.00
MIS-DC-83998-25,117.00
MIS-DC-83998-26,100.00
MIS-DC-83998-27,100.00
MIS-DC-83998-28,100.00
MIS-DC-83998-29,120.00
MIS-DC-83998-3,100.00
MIS-DC-83998-30,18.00
MIS-DC-83998-31,18.00
MIS-DC-83998-4,100.00
MIS-DC-83998-5,114.00
MIS-DC-83998-6,11.00
MIS-DC-83998-7,6.00
MIS-DC-83998-9,111.00
MIS-GC-82348-1,1.00
MIS-GEN-LED-83862,50.00
MIS-GEN-LED-83953,794.00
MIS-GEN-SB-82341,65.00
MIS-GEN-SW-82343,18.00
MIS-IPH-BCK-A1332-BK,15.00
MIS-IPH-BCK-A1387-BK,14.00
MIS-IPH-SCREN-4AT-WT,5.00
MIS-LP-AC502,777.00
MIS-T8-T8WM-HC1-B,445.00
MIS-T8-T8WM-HR2-B,67.00
MIS-THE-BTX-UPKIT,109.00
MIS-THE-CLW0202,401.00
MIS-THERM-PACK-2G,103.00
MIS-THERM-TH-1G,85.00
MIS-THERM-VIO-TUBE,32.00
MIS-THE-THINWINGS,12.00
MIS-TI-TTN-ST01,10.00
MIS-USB-HEADER-1PORT,11.00
MOD-PRU-PWI-FAX,3.00
MOD-TRN-USB-TFM-561U,1.00
MS-OPS2-GEN-SC-B,92.00
MS-OUSB-GEN-B,143.00
MS-OUSB-LOG-G502,1,008.00
MS-OUSB-LOG-G600,242.00
MS-OUSB-VTK-LIGHT-V2,1,346.00
MS-OUW-MS-ZJA-002,1.00
MS-OUW-VTK-MEIST-BK,886.00
MS-OUW-VTK-MEIST-OB,8.00
MS-OUW-VTK-MEIST-OEM,18.00
MTL-AC-G237HL,15.00
MTL-AC-G246HY,24.00
MTL-AC-K242HQLBBID,291.00
MTL-AC-S241HL,8.00
MTL-DE-E1914H-F,1.00
MTL-DE-E1914H-OB,5.00
MTL-DE-E2414H,922.00
MTL-DE-P2314H,177.00
MTL-DE-P2414H,240.00
MTL-DE-S2240M,87.00
MTL-DE-S2715H,100.00
MTL-DE-U2415,238.00
MTL-DE-UP3214QT-F,1.00
MTL-HY-G70TR-F,16.00
MTL-HY-G73TR-F,13.00
MTL-HY-G90TR-F,13.00
MTL-HY-K93W,2.00
MTL-HY-K93W-F,1.00
MTL-HY-L70A-F,5.00
MTL-HY-L70B-F,8.00
MTL-HY-L71S-F,2.00
MTL-HY-LM1510A-F,1.00
MTL-HY-Q17B-F,2.00
MTL-HY-X226W-OB,1.00
MTL-HY-X90W,4.00
MTL-LG-27MP34HQ-B,12.00
MTL-LG-M1710ABM-F,1.00
MTL-LG-M2362DP-EM-OB,5.00
MTL-LG-M2900S-BN-F,1.00
MTL-LG-M3202C-BA-F,4.00
MTL-LG-M3203C-BA-F,4.00
MTL-LG-M3203CC-BA-F,3.00
MTL-LG-M3800S-BN-F,1.00
MTL-LG-N1742LP-BF-F,2.00
MTL-LG-N1910LZ-BF-F,10.00
MTL-LG-W1942TEBF-NSF,2.00
MTL-V7-D19W12-N6,12.00
ND-IO-SI-PEX24038,3.00
ND-WAC-IN-7260HMWDTX,9.00
ND-WN-TP-TL-WN781ND,2.00
ND-WN-TP-TL-WN851N,3.00
NET-ADSL-NET-DL4201,10.00
NET-ADSL-TP-8616,2.00
NET-ADSL-TP-8816-OB,1.00
NET-ADSL-TP-W8960N,1.00
NET-APWN-PQ-6W410R02,39.00
NET-CAM-GC-81629,271.00
NET-CAM-GC-81641-OB,2.00
NET-CAM-GC-81703,13.00
NET-CAM-GC-85718,10.00
NET-ENCL-AK-CLOUDHYB,1.00
NET-POE-TP-POE10R,5.00
NET-POE-TP-POE10R-OB,1.00
NET-POE-TP-POE200,2.00
NET-PRS-TP-PS110P,1.00
NET-PRU-PWI-USB-LAN,1.00
NET-PRU-PWI-US-LN-OB,1.00
NET-SWG-TP-SG1005D,1.00
NICL-WN-LIN-WPC600N,538.00
NICM-WN-IN-7260HMWNB,2.00
NL-GF-EE102DLX,61.00
NRN-ADSL-AT-GT784-OE,8.00
NRN-ADSL-AT-GT784WN,4.00
NRN-LI-E1200-CA,51.00
NRN-LI-E1200-CA-OB,1.00
NRN-LI-EA3500-NP,2.00
NRN-TP-TL-WDR4300,5.00
NRN-TP-TL-WR700N,5.00
NRN-TP-TL-WR702N,5.00
NRN-TP-TL-WR840N,3.00
NT-ANT-EXT-1.1M,1,334.00
NT-ANT-TL-ANT2408C,3.00
NT-ANT-TL-ANT2414A,3.00
NT-ANT-TL-ANT2414B,1.00
NT-ANT-TL-ANT2424B,7.00
NT-HUB-LI-EF2H16,2.00
NT-PWL-BEL-F5D4077,2.00
NT-REXN-HA-HWREN2-OB,1.00
NT-REXN-TL-WA730R-OB,1.00
NT-SW-GF-EZ520-S,988.00
NT-SW-GF-EZ820-S,596.00
NU-WN-TP-WDN4200,1.00
NU-WN-TP-WN822N,1.00
PB-SYS-3B-IN-G2030,1.00
PD-DE-O780-E54-2-160,50.00
PD-HP-63PR-322-4-500,39.00
PD-HP-E80-84-4-160,4.00
PD-LEN-0967A9U-OB,1.00
PL-DE-17HI7161T-F,1.00
PL-DE-E6420-25-8-320,3.00
PL-DE-I14RMT-7501S-F,1.00
PL-DE-I15MT-14879S-F,1.00
PL-DE-I15MT-3904SL-F,1.00
PL-DE-I17RM-5161BR-F,2.00
PL-DE-I17RM-5161MR-F,5.00
PL-DE-I17RM-51623S-F,5.00
PL-DE-I17RM-5164AP-F,14.00
PL-DE-I17RM-5164IU-F,10.00
PL-DE-I3148-8840SL-F,1.00
PL-DE-I3451-1001K-F,5.00
PL-DE-I3531-1200K-F,2.00
PL-DE-I3541-4000K-F,1.00
PL-DE-I3542-1666K-F,1.00
PL-DE-I3542-3333K-F,1.00
PL-DE-I3542-8333K-F,1.00
PL-DE-I3543-5751BK-F,4.00
PL-DE-I3551-2600K-F,1.00
PL-DE-I5447-8751SL-F,1.00
PL-DE-I5547-1250SL-F,1.00
PL-DE-I5547-3753SL-F,1.00
PL-DE-I5548-5833SL-F,13.00
PL-DE-I5749-1111SL-F,3.00
PL-DE-I5749-1322SL-F,1.00
PL-DE-I7348-3286SL-F,5.00
PL-DE-I7348-4286SL-F,11.00
PL-DE-I737T-5560SL-F,2.00
PL-DE-I7746-6875SL-F,7.00
PL-DE-XPS11-9231CF-F,3.00
PL-DE-XPS15-4737SL-F,1.00
PL-DE-XPSU12-4672C-F,4.00
PL-HP-B5Z52UA-F,1.00
PL-HP-C3Q78UA-F,1.00
PL-HP-D1A54UA-F,1.00
PL-HP-D3H54UT-F,1.00
PL-HP-D3K48UT-F,1.00
PL-HP-E8B20UA-F,1.00
PL-HP-E8C05UA-F,1.00
PL-HP-E8C06UA-F,8.00
PL-HP-E8C34UA-F,2.00
PL-HP-E8G73UA-F,1.00
PL-HP-E9G80UA-F,1.00
PL-HP-EB84-4-320,13.00
PL-HP-F9J18UA-F,1.00
PL-HP-F9M09UA-F,1.00
PL-HP-G4X63UA-F,7.00
PL-HP-G9D77UA-F,1.00
PL-HP-J6P01UA-F,4.00
PL-LEN-20CD00BXUS-OB,4.00
PL-LEN-20DL0032US,1.00
PL-LEN-59423621-F,11.00
PL-LEN-59441916,168.00
PL-LEN-59442503,2.00
PL-LEN-80E501U3US-F,20.00
PL-LEN-T42-252-4-128,50.00
PL-LEN-T52-252-8-500,29.00
PL-TSH-C55D-A5348-OB,2.00
PL-TSH-C55DT-B5128,7.00
PL-TSH-S55T-B5134,4.00
PL-TSH-S55T-B5239-F,1.00
PL-TSH-Z10T-A1111-F,1.00
PS-CM-450W-24PIN-OB,1.00
PS-CM-750W-24PIN,92.00
PSM-CM-450W-24PIN,383.00
PS-VTK-450W-24PIN-OB,1.00
PS-VTK-450W-24PIN-V2,261.00
PS-VTK-550W-24P-V2,1,256.00
PS-VTK-600W-24PIN-V2,675.00
PS-VTK-700W-24PIN-V2,306.00
PS-VTK-850W-24PIN,204.00
PS-VTK-850W-24PIN-OB,2.00
PT-BR-MFC-J5620DW,145.00
PT-CAN-MF227DW,1.00
PT-CAN-MF227DW-OB,4.00
PT-CAN-MF8280CW,460.00
PT-CAN-MG5520,694.00
PT-HP-7110,10.00
PT-HP-A7F65A,2.00
PT-HP-B3Q11A,1.00
PT-HP-B3Q11A-OB,2.00
PT-HP-B4A22A,118.00
PT-HP-C5X25A,1.00
PT-HP-C5X25A-NT,2.00
PT-HP-CE461A-OB,3.00
PT-HP-CE528A,80.00
PT-HP-CE991A-F,3.00
PT-HP-CF286A-NT,2.00
PT-HP-CF456A,325.00
PT-HP-CF485A-OB,1.00
PT-HP-E4W43A,998.00
PT-HP-E6B67A,47.00
PT-HP-F8B04A-OB,1.00
PT-HP-P1102W,51.00
PT-SAM-C410W,83.00
RAMD-D2-6400-1G-P,1.00
RAMD-D2-CR-6400-1G,10.00
RAMD-D2-MU-4200-1G,1.00
RAMD-D2-MU-5300-1G,8.00
RAMD-D2-MU-5300-2G,9.00
RAMD-D2-MU-6400-1G,3.00
RAMD-D2-MU-6400-2G,4.00
RAMD-D3-BX-10600-4G,1.00
RAMD-D3-CR-12800-4G,3.00
RAMD-D3-HX-316C10F4,39.00
RAMD-D3-HX-316C10-OB,1.00
RAMD-D3-MU-10600-8G,21.00
RAMD-D3-MU-1060-16GK,2.00
RAMD-D3-MU-10666-4G,44.00
RAMD-D3-MU-1280-16GK,4.00
RAMD-D3-MU-8500-2G,7.00
RAMD-D3-MU-8500-4G,2.00
RAMD-D3-MU-B1280-4G,12.00
RAMD-D3-MU-B1490-16K,1.00
RAMD-D3-MU-B1700-16K,3.00
RAMD-D3-MU-R1700-16K,1.00
RAMD-D4-CR-17000-4G,2.00
RAMD-SD-133-512,8.00
RAML-D1-CR-2700-1G,2.00
RAML-D1-MU-2100-1G,2.00
RAML-D1-MU-2700-1G,5.00
RAML-D2-CR-5300-1G,27.00
RAML-D2-CR-6400-2GB,23.00
RAML-D2-HP-VM443AA-F,12.00
RAML-D2-MU-4200-1G,7.00
RAML-D2-MU-4200-2G,2.00
RAML-D2-MU-5300-1G,1.00
RAML-D2-MU-5300-2G,2.00
RAML-D2-MU-6400-1G,3.00
RAML-D2-MU-6400-2G,4.00
RAML-D3-10600-2G-P,26.00
RAML-D3-MU-10666-4G,4.00
RAML-D3-MU-10666-8G,5.00
RAML-D3-MU-12800-4G,3.00
RAML-D3-MU-12800-8G,4.00
RAML-D3-MU-8500-2G,5.00
RAML-D3-MU-8500-4G,4.00
SC-AS-SUPFX,81.00
SC-AS-XONAR-DG,14.00
SC-AS-XONAR-DGX,1.00
SC-CL-SB-AUD-SE,2.00
SC-ST-PCISOUND5CH2,3.00
SE-CA-83565,25.00
SE-CAM-GC-00971,5.00
SE-CAM-GC-84321,81.00
SE-CAM-GC-84321-OB,1.00
SE-CAM-VO-VCB102G,47.00
SE-CAM-VO-VCB104S,92.00
SE-CAM-VO-VCB229B,28.00
SE-CAM-VO-VCB229S,12.00
SE-CAM-VO-VCB230B,21.00
SE-CAM-VO-VCB230S,24.00
SE-CAM-VO-VCB271W,41.00
SE-CAM-VO-VCB272W,55.00
SE-CAM-VO-VCD520B,33.00
SE-CAM-VO-VCD520W,23.00
SE-CAM-VO-VCD551W,64.00
SE-CA-RG59-END,80.00
SE-CA-RG6-SIN-GD-1K,1.00
SE-CA-TYPEF-END,3.00
SN-AV-0743Q-00G-F,33.00
SP-CA-2012,9.00
SP-CL-A250,2.00
SP-CL-A550,1.00
SP-CL-INSP-A60,1.00
SP-D2-DSP-R1-BK,57.00
SP-D2-DSP-R1-PL,153.00
SP-D2-DSP-R1-RD,79.00
SP-GC-83339-2,17.00
SP-IN-88038,2.00
SP-JBL-CHRG2BLKAM-OB,2.00
SP-JBL-CHRG2WHTAM,9.00
SP-JBL-CHRG2WHTAM-OB,1.00
SP-KIN-BT-150,323.00
SP-LOG-UE-BOOM,85.00
STW-MS-OF13-HBUS,95.00
STW-MS-W10-PRO64,5.00
STW-MS-W7-H-PRE64,3.00
STW-MS-W7-PRO64,8.00
STW-MS-W8-PRO64,6.00
SUP-ESD-5.5X8-200PK,437.00
SUP-IJ-CA-250-5PK,91.00
SUP-IJ-EDB-250-5PK-F,17.00
SUP-IJ-EDB-CANFLUSH,4.00
SUP-IJ-EDB-CANREFFLU,9.00
SUP-IJ-EDB-CANREFKIT,10.00
SUP-IJ-EDB-FROST24,5.00
SUP-IJ-EDB-T200-4PK,12.00
SUP-IJ-EDB-WAFER24,7.00
SUP-IJ-GC-T069-4PK-F,1.00
SUP-LT-ST-E40,1.00
TAB-AR-502153,363.00
TAB-AR-502153-OB,3.00
TAB-D2-912-BK-OB,9.00
TAB-D2-912-WH-OB,2.00
TAB-DE-BELL8-1818K-F,1.00
TAB-DE-V8TBL-3334K-F,1.00
TAB-GS-QV830-BK,10.00
TAB-GS-QV830-BK-OB,3.00
TAB-GS-QV830-SL,1.00
TAB-GS-QV830-SL-OB,5.00
TAB-HS-SNAT71BUE,311.00
TAB-HS-SNAT71BUE-OB,1.00
TAB-JL-PRO-7C,82.00
TAB-LEN-367923U-F,1.00
TAB-LP-LEPAN2-OB,1.00
TAB-LP-TC802A-OB,6.00
TAB-VTK-83380-13,267.00
TAB-VTK-83380-14,221.00
TAB-VTK-83380-15,131.00
TG-AS-DESK-ST-M3013,1.00
TG-CA-FS-TRP-DPSXL3M,31.00
TG-CA-FS-WIPE-DPSCT,13.00
TG-GC-81851,36.00
TG-GC-82344,505.00
TG-GC-83471,131.00
TG-GC-84580,8.00
TG-GC-85671,4.00
TG-NOV-DC-MISSLE-3PK,29.00
TG-WA-VIN-MV6,114.00
TG-WIPE-FS-80-DSCT,1.00
UPS-OU-CS730B,16.00
UPS-PCM-BNT-1000CSU,4.00
UPS-PCM-BNT-1500-230,3.00
UPS-PCM-BNT-1500AP,25.00
UPS-PCM-BNT-15-230OB,3.00
UPS-PCM-BNT-800AP,17.00
UPS-PCM-KIN-2200APOB,1.00
USB-HUB-84868,4.00
USB-HUB-GEN-2.0-10P,3.00
USB-HUB-GEN-2.0-4P,2.00
USB-HUB-GEN-83516,46.00
USB-LED-GC-83649-2,170.00
USB-LED-GC-83649-3,168.00
VA-CM-RAGEXL-8MB-PCI,28.00
VA-DT-VAR128P-32P,34.00
VA-DT-VAR128P-32P-OB,2.00
VA-DT-VARX-8P,1.00
VN-AS-GT610-2GD3-CSM,3.00
VN-AS-GT610-SL1GD3-L,1.00
VN-EV-6200-512-PCI,8.00
VN-EV-6200-512-PC-OB,1.00
VN-GA-N610-1GI,3.00
VN-GA-N610SL-2GL,3.00
VN-GA-N750OC-2GI,2.00
VN-SP-GTX275-896MB,1.00
WA-84632-1,30.00
WA-84632-2,30.00
WA-84632-3,29.00
WA-84632-4,30.00
WA-84633-1,27.00
WA-84633-2,30.00
WA-84633-3,28.00
WA-84633-4,27.00
WA-84637,30.00
WA-84639-1,30.00
WA-84639-2,30.00
WA-84639-3,30.00
WA-84639-4,30.00
WA-84640-1,10.00
WA-84640-10,10.00
WA-84640-11,10.00
WA-84640-2,10.00
WA-84640-3,10.00
WA-84640-4,10.00
WA-84640-5,10.00
WA-84640-6,10.00
WA-84640-7,10.00
WA-84640-8,10.00
WA-84640-9,10.00
WC-LOG-C270-OB,3.00
XG-DE-I5348-5555K-A,1.00
XG-DE-I5535-245SL-F,1.00
